domain,company_name,health_score,verdict,sector,total_signals,it_infrastructure_score,it_infrastructure_tier,it_infrastructure_budget,it_infrastructure_signals,engineering_product_score,engineering_product_tier,engineering_signals,sales_marketing_score,sales_marketing_tier,sales_marketing_signals,legal_compliance_score,legal_compliance_tier,legal_signals,hr_hiring_score,hr_hiring_signals,finance_revops_score,telecom_remote_score,corporate_dev_score,last_checked,trace_url
brookwood.com,Brookwood,81,at_risk,general,17,95,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=brookwood.com
dover.com,Dover,81,at_risk,general,14,98,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | App Recently Updated | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=dover.com
oysterhr.com,Oyster,81,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,91,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,ATS Integration Verified | Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=oysterhr.com
coderpad.io,CoderPad,81,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=coderpad.io
magnera.com,Magnera Corp,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=magnera.com
pagos.ai,Pagos,81,at_risk,general,15,97,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=pagos.ai
avitamedical.com,AVITA Medical Inc,81,actively_hiring,general,25,98,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise Email Security Gateway | DMARC Quarantine | Fast TTFB,73,Growth,Apple Pay Merchant Association,90,Enterprise,Active Advertising | Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,50,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=avitamedical.com
digitalturbine.com,Digital Turbine Inc,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider | Web Application Firewall,50,Growth,—,97,Enterprise,Heavy Ad Spend | Premium SaaS Stack,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=digitalturbine.com
butterflynetwork.com,Butterfly Network Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise CDN/WAF | DMARC Quarantine | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=butterflynetwork.com
builderprime.com,Builder Prime,81,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=builderprime.com
langdock.com,Langdock,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,High Shipping Velocity | App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,91,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=langdock.com
definely.com,Definelycareers,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,77,Enterprise,Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=definely.com
appsmart.com,AppSmart,81,actively_hiring,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider | Enterprise Email Platform,78,Enterprise,Moderate Infrastructure Footprint,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=appsmart.com
atsg.net,ATSG,81,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=atsg.net
catchpoint.com,Catchpoint,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=catchpoint.com
belvo.com,Belvo,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,92,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=belvo.com
wagmo.io,Wagmo,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=wagmo.io
exodus.com,Exodus Movement Inc,81,at_risk,general,15,96,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Web Application Firewall,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,ATS Integration Verified | Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=exodus.com
niu.com,NIU Technologies,81,at_risk,general,16,95,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=niu.com
echo360.com,Echo360 Inc,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,87,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Heavy Ad Spend | Premium SaaS Stack | Growth Analytics Stack,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=echo360.com
withkrew.com,Krew,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,88,Enterprise,App Recently Updated | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=withkrew.com
ruvixx.com,"Ruvixx, Inc.",81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Enterprise CDN/WAF | Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,50,Growth,—,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=ruvixx.com
3degreesinc.com,3Degrees Group,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,88,Enterprise,Moderate Infrastructure Footprint,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=3degreesinc.com
repay.com,Repay Holdings Corp,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=repay.com
capitaledgeconsulting.com,Capital Edge Consulting,81,at_risk,general,17,95,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=capitaledgeconsulting.com
ice.com,Intercontinental Exchange Inc,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Modern CDN | Web Application Firewall,98,Enterprise,App Recently Updated | SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,82,Enterprise,Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=ice.com
sentinelone.com,SentinelOne Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider | Web Application Firewall,77,Enterprise,Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=sentinelone.com
databricks.com,Databricks,81,at_risk,cloud_infra,20,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,96,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | Public Status Page Active,83,Enterprise,Premium SaaS Stack | IPO Signal (External Intel),99,Enterprise,ATS Integration Verified | Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=databricks.com
nrchealth.com,National Research Corp,81,at_risk,general,15,96,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Modern CDN | Web Application Firewall,88,Enterprise,Moderate Infrastructure Footprint,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=nrchealth.com
leantech.me,Leantech,81,at_risk,general,18,95,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=leantech.me
mealsuite.com,MealSuite,81,at_risk,general,16,96,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,94,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,97,Enterprise,Heavy Ad Spend | Premium SaaS Stack,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=mealsuite.com
skyflow.com,Skyflow,81,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=skyflow.com
quindar.space,Quindar,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,77,Enterprise,Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=quindar.space
arcade.dev,Arcadeai,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=arcade.dev
paysign.com,Paysign Inc,81,at_risk,general,15,96,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider,87,Enterprise,App Recently Updated,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=paysign.com
backflip.com,Backflip,81,at_risk,general,17,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=backflip.com
